"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Glucagon signaling pathway","7/103",0.382477242055977,0.812174105645175,0,0,1.19417758369723,1.14770750692942,"CRTC2;CPT1A;PPP4C;CREB3L4;PRKAG2;CPT1B;ATF4"
"Mannose type O-glycan biosynthesis","2/23",0.385351390277569,0.812174105645175,0,0,1.5591718426501,1.48682573737051,"B4GALT3;LARGE2"
"Mismatch repair","2/23",0.385351390277569,0.812174105645175,0,0,1.5591718426501,1.48682573737051,"POLD1;POLD2"
"Renin-angiotensin system","2/23",0.385351390277569,0.812174105645175,0,0,1.5591718426501,1.48682573737051,"CPA3;PREP"
"Ribosome","10/153",0.387033172826734,0.812174105645175,0,0,1.14539576010679,1.08726105137967,"RPS17;MRPL1;RPS5;MRPS12;RPL11;MRPS18A;MRPL15;RPL18;MRPL11;RPL19"
"Regulation of lipolysis in adipocytes","4/55",0.39144937861629,0.812174105645175,0,0,1.2842112454738,1.20446053669071,"INSR;IRS2;PIK3R2;ADCY6"
"Apelin signaling pathway","9/137",0.391686802722496,0.812174105645175,0,0,1.15157480314961,1.07936269241037,"SMAD2;JAG1;GNG5;NOS3;MYL3;RPS6KB2;PRKAG2;PLAT;ADCY6"
"Influenza A","11/171",0.397430339320409,0.818068289696024,0,0,1.12602979842244,1.03902778981539,"NXF1;IL33;MAPK11;MAVS;DDX39B;IRF3;TNFRSF10B;TMPRSS2;PIK3R2;PML;MAPK13"
"Melanoma","5/72",0.400734959392219,0.818893177888448,0,0,1.22194172988588,1.11741074824166,"GADD45B;BAD;BAX;PIK3R2;GADD45G"
"Rap1 signaling pathway","13/206",0.408051375574753,0.824288783465998,0,0,1.10320843208523,0.988874328393573,"INSR;VEGFC;ARAP3;PIK3R2;ADCY6;MAPK13;APBB1IP;MAPK11;PARD3;CTNNB1;TLN1;RAPGEF3;SIPA1"
"Parathyroid hormone synthesis, secretion and action","7/106",0.411137158532088,0.824288783465998,0,0,1.15780512549071,1.02909007847709,"RXRB;CREB3L4;PDE4D;LRP5;ADCY6;ATF4;PLD2"
"Pyrimidine metabolism","4/57",0.41784575304578,0.824288783465998,0,0,1.23561895996318,1.07825414515145,"CANT1;CAD;NME3;UPP1"
"Human cytomegalovirus infection","14/225",0.422327704088804,0.824288783465998,0,0,1.08662407649572,0.936641393472393,"TSC2;PIK3R2;ADCY6;TAPBP;MAPK13;MAPK11;IRF3;GNG5;CREB3L4;RPS6KB2;EIF4EBP1;CTNNB1;BAX;ATF4"
"Bladder cancer","3/41",0.423103277023178,0.824288783465998,0,0,1.29242819843342,1.11166786717658,"RPS6KA5;ERBB2;DAPK3"
"Platelet activation","8/124",0.423127716826505,0.824288783465998,0,0,1.12925006028454,0.97124676329655,"APBB1IP;MAPK11;NOS3;ORAI1;PIK3R2;TLN1;ADCY6;MAPK13"
"Thyroid hormone synthesis","5/74",0.423836431214786,0.824288783465998,0,0,1.18639677545708,1.01841209600741,"CREB3L4;GPX7;ATP1B3;ADCY6;ATF4"
"MAPK signaling pathway","18/295",0.43510332383351,0.82973991899211,0,0,1.06417970316887,0.885580285947615,"MAP4K2;GADD45B;INSR;VEGFC;HSPB1;CACNA1D;ECSIT;GADD45G;MAPK13;MAPK11;RPS6KA5;MAPK7;IRAK1;ERBB3;TAOK2;MKNK2;ERBB2;ATF4"
"Glioma","5/75",0.435327460234565,0.82973991899211,0,0,1.16938597583759,0.972527738925087,"SHC4;GADD45B;BAX;PIK3R2;GADD45G"
"Endocytosis","15/244",0.435466340463944,0.82973991899211,0,0,1.0726342593126,0.891721378613634,"SMAD2;SH3GL3;VPS37C;ARAP3;PML;PLD2;DNM2;CYTH2;HGS;PARD3;CHMP4C;MVB12A;VPS25;WASHC1;STAM2"
"Tryptophan metabolism","3/42",0.438618153072253,0.830136370244129,0,0,1.25922206601058,1.03775771385843,"AFMID;KYAT3;HADH"
"Human immunodeficiency virus 1 infection","13/212",0.448961134386169,0.844046932645998,0,0,1.0696017400435,0.856557348127422,"BAD;PIK3R2;CD3G;TAPBP;MAPK13;MAPK11;IRAK1;AP1G2;IRF3;GNG5;RPS6KB2;BAX;PAK4"
"Fatty acid elongation","2/27",0.465991787915478,0.855101234295321,0,0,1.30942608695652,0.999861087746417,"PPT1;HADH"
"Cholinergic synapse","7/112",0.468057947572497,0.855101234295321,0,0,1.09129548762737,0.828471343027217,"GNG5;CREB3L4;CHRNA7;CACNA1D;PIK3R2;ADCY6;ATF4"
"Vasopressin-regulated water reabsorption","3/44",0.46914554189297,0.855101234295321,0,0,1.19766923517799,0.906446660516184,"CREB3L4;STX4;ADCY6"
"Cardiac muscle contraction","5/78",0.469459679874861,0.855101234295321,0,0,1.12114987280697,0.847783109040687,"TNNC1;MYL3;UQCRFS1;ATP1B3;CACNA1D"
"Amoebiasis","6/96",0.479023389841135,0.855101234295321,0,0,1.091215823153,0.803141231850956,"SERPINB10;LAMB2;HSPB1;PIK3R2;LAMB1;ACTN4"
"Taurine and hypotaurine metabolism","1/11",0.479386343294608,0.855101234295321,0,0,1.63666377063423,1.20335449147273,"GGT1"
"Ubiquinone and other terpenoid-quinone biosynthesis","1/11",0.479386343294608,0.855101234295321,0,0,1.63666377063423,1.20335449147273,"NQO1"
"Glycosphingolipid biosynthesis","3/45",0.484127468145155,0.855101234295321,0,0,1.16909113514858,0.84806694334965,"B4GALT3;ST6GALNAC4;B4GALT4"
"Dopaminergic synapse","8/131",0.484627141563609,0.855101234295321,0,0,1.06458582068338,0.771159847813609,"MAPK11;GNG5;CREB3L4;PPP2R5B;CACNA1D;ATF4;ARNTL;MAPK13"
"Butanoate metabolism","2/28",0.485163820876778,0.855101234295321,0,0,1.25899665551839,0.910592836664557,"ACSM4;HADH"
"Viral carcinogenesis","12/201",0.491675990446277,0.861196455315838,0,0,1.03920913394598,0.737771285096703,"HDAC2;IRF3;CREB3L4;CCNE1;BAD;TBPL1;BAX;PIK3R2;ACTN4;GTF2H4;ATF4;HDAC7"
"Aldosterone synthesis and secretion","6/98",0.499202305733905,0.865098217403676,0,0,1.06737992260414,0.741555629456011,"CREB3L4;ORAI1;ATP1B3;CACNA1D;ADCY6;ATF4"
"Progesterone-mediated oocyte maturation","6/99",0.509190031673031,0.865098217403676,0,0,1.05584642233857,0.71262663753469,"MAPK11;ANAPC7;PIK3R2;ADCY6;ANAPC11;MAPK13"
"Nucleotide excision repair","3/47",0.513461559444348,0.865098217403676,0,0,1.11583194873012,0.743791385703419,"POLD1;POLD2;GTF2H4"
"Phagosome","9/152",0.515081101882916,0.865098217403676,0,0,1.02995429767083,0.683303518334765,"MARCO;ATP6V0B;SFTPA2;HGS;CLEC7A;SFTPD;STX18;TCIRG1;SFTPA1"
"Mitophagy","4/65",0.519801241158228,0.865098217403676,0,0,1.07311361169818,0.702147646285066,"TFEB;ULK1;SQSTM1;ATF4"
"Pentose phosphate pathway","2/30",0.522190084285787,0.865098217403676,0,0,1.16894409937888,0.759490581589946,"TALDO1;PGLS"
"Endocrine and other factor-regulated calcium reabsorption","3/48",0.527791101030222,0.865098217403676,0,0,1.09097766173484,0.69719441929249,"ATP1B3;ADCY6;DNM2"
"T cell receptor signaling pathway","6/101",0.528937354236664,0.865098217403676,0,0,1.03350785340314,0.658225935630142,"MAPK11;PIK3R2;CD3G;ICOS;PAK4;MAPK13"
"Estrogen signaling pathway","8/137",0.535917260106561,0.865098217403676,0,0,1.0147449449775,0.632973030656254,"SHC4;CREB3L4;NOS3;RARA;PIK3R2;FKBP4;ADCY6;ATF4"
"Fatty acid biosynthesis","1/13",0.537666154787013,0.865098217403676,0,0,1.36374167390675,0.846225494447537,"FASN"
"Asthma","2/31",0.540020204594168,0.865098217403676,0,0,1.12857571214393,0.695370485210349,"FCER1A;MS4A2"
"Galactose metabolism","2/31",0.540020204594168,0.865098217403676,0,0,1.12857571214393,0.695370485210349,"GAA;GALK1"
"Mucin type O-glycan biosynthesis","2/31",0.540020204594168,0.865098217403676,0,0,1.12857571214393,0.695370485210349,"GALNT7;GCNT1"
"Measles","8/138",0.544281783896734,0.865098217403676,0,0,1.00688542227004,0.612476502118833,"MAVS;IRAK1;IRF3;CCNE1;BAD;BAX;PIK3R2;CD3G"
"Chagas disease (American trypanosomiasis)","6/103",0.548350268136099,0.865098217403676,0,0,1.01209046256814,0.608105466660151,"SMAD2;MAPK11;IRAK1;PIK3R2;CD3G;MAPK13"
"Vibrio cholerae infection","3/50",0.555727607315893,0.865098217403676,0,0,1.04444197544581,0.613585658962073,"ATP6V0B;KDELR1;TCIRG1"
"Epithelial cell signaling in Helicobacter pylori infection","4/68",0.555841695067235,0.865098217403676,0,0,1.02264808362369,0.600572325996118,"MAPK11;ATP6V0B;TCIRG1;MAPK13"
"C-type lectin receptor signaling pathway","6/104",0.557920832652691,0.865098217403676,0,0,1.0017095843573,0.584535811417639,"PLK3;MAPK11;CLEC7A;PIK3R2;CCL17;MAPK13"
"Toll-like receptor signaling pathway","6/104",0.557920832652691,0.865098217403676,0,0,1.0017095843573,0.584535811417639,"MAPK11;IRAK1;IRF3;PIK3R2;IRF5;MAPK13"
"Huntington disease","11/193",0.558530710357354,0.865098217403676,0,0,0.988750951064711,0.575893714875928,"HDAC2;CREB3L4;NDUFA3;POLR2E;TBPL1;VDAC2;UQCRFS1;BAX;NDUFS1;NDUFV3;POLR2I"
"Wnt signaling pathway","9/158",0.562376484010595,0.865098217403676,0,0,0.988162553506315,0.568770311118084,"WNT3A;FZD7;DVL2;FZD9;LRP5;CTNNB1;AXIN2;NOTUM;NKD1"
"cAMP signaling pathway","12/212",0.567092873127277,0.865098217403676,0,0,0.981473684210526,0.556723468563778,"CREB3L4;BAD;PDE4D;ORAI1;ARAP3;PIK3R2;ATP1B3;CACNA1D;SSTR1;RAPGEF3;ADCY6;PLD2"
"Renal cell carcinoma","4/69",0.567528972410213,0.865098217403676,0,0,1.00686143125168,0.570350228436926,"FLCN;BAD;PIK3R2;PAK4"
"Renin secretion","4/69",0.567528972410213,0.865098217403676,0,0,1.00686143125168,0.570350228436926,"ORAI1;CACNA1D;ADCY6;AQP1"
"Tuberculosis","10/179",0.585671350648021,0.887953338079257,0,0,0.967833863563353,0.517787711976756,"PLK3;MAPK11;ATP6V0B;IRAK1;CLEC7A;BAD;NFYB;BAX;TCIRG1;MAPK13"
"Osteoclast differentiation","7/127",0.602253000616371,0.901502144982858,0,0,0.954119359534207,0.483812607571618,"MAPK11;ACP5;PIK3R2;TNFRSF11A;SQSTM1;FOSL2;MAPK13"
"Alanine, aspartate and glutamate metabolism","2/35",0.606629867542001,0.901502144982858,0,0,0.991567852437418,0.495621752636038,"CAD;ASL"
"Fc gamma R-mediated phagocytosis","5/91",0.607439940771861,0.901502144982858,0,0,0.951014780722208,0.474082743193333,"RPS6KB2;PIK3R2;PLPP2;DNM2;PLD2"
"Th1 and Th2 cell differentiation","5/92",0.617177629006287,0.901502144982858,0,0,0.940033470623015,0.453658653653221,"MAPK11;JAG1;CD3G;STAT6;MAPK13"
"Pathogenic Escherichia coli infection","3/55",0.621035124340402,0.901502144982858,0,0,0.943763807993573,0.449578535773436,"NCL;ABL1;CTNNB1"
"Starch and sucrose metabolism","2/36",0.622092691510613,0.901502144982858,0,0,0.962352941176471,0.45679639018908,"GAA;GYG1"
"Bacterial invasion of epithelial cells","4/74",0.623287972919247,0.901502144982858,0,0,0.93469387755102,0.441873381784962,"SHC4;CTNNB1;PIK3R2;DNM2"
"Retrograde endocannabinoid signaling","8/148",0.624179875585791,0.901502144982858,0,0,0.934465534465534,0.440429202619214,"MAPK11;GNG5;NDUFA3;CACNA1D;NDUFS1;NDUFV3;ADCY6;MAPK13"
"Glutathione metabolism","3/56",0.633281889064561,0.901502144982858,0,0,0.92590768018129,0.422991325350029,"HPGDS;GPX7;GGT1"
"Kaposi sarcoma-associated herpesvirus infection","10/186",0.634344333223973,0.901502144982858,0,0,0.928992198694475,0.422843210233773,"MAPK11;CD200R1;IRF3;GNG5;CD200R1L;BAX;CTNNB1;PIK3R2;MICA;MAPK13"
"Nitrogen metabolism","1/17",0.635397143447039,0.901502144982858,0,0,1.02258905299739,0.463749302506546,"CA4"
"Primary bile acid biosynthesis","1/17",0.635397143447039,0.901502144982858,0,0,1.02258905299739,0.463749302506546,"SLC27A5"
"Primary immunodeficiency","2/37",0.637081145101698,0.901502144982858,0,0,0.934807453416149,0.421465648026548,"ORAI1;ICOS"
"Toxoplasmosis","6/113",0.639363223392098,0.901502144982858,0,0,0.917013260263248,0.410164039872691,"MAPK11;IRAK1;BAD;LAMB2;LAMB1;MAPK13"
"Tight junction","9/170",0.650424960690392,0.912536512013386,0,0,0.913923803002886,0.39310544588788,"CLDN4;MARVELD2;HSPA4;PARD3;ERBB2;MYH14;PRKAG2;CACNA1D;ACTN4"
"Other glycan degradation","1/18",0.656416060356381,0.916382816933166,0,0,0.962385649307508,0.405126298637236,"NEU1"
"Synaptic vesicle cycle","4/78",0.664471519953153,0.920162303355828,0,0,0.883981542518128,0.361339178081224,"UNC13B;ATP6V0B;TCIRG1;DNM2"
"Pyruvate metabolism","2/39",0.665649325831876,0.920162303355828,0,0,0.884183313748531,0.359855787134228,"PC;GLO1"
"Inflammatory mediator regulation of TRP channels","5/100",0.689720645960264,0.948786449564851,0,0,0.86050566695728,0.319650856303789,"MAPK11;F2RL1;PIK3R2;ADCY6;MAPK13"
"One carbon pool by folate","1/20",0.694891387828719,0.951259084309218,0,0,0.860990443092963,0.313400282046927,"MTHFR"
"Chemical carcinogenesis","4/82",0.702473325314223,0.955404609038666,0,0,0.838470472616814,0.296104044339372,"HPGDS;CHRNA7;EPHX1;KYAT3"
"Porphyrin and chlorophyll metabolism","2/42",0.705062026974319,0.955404609038666,0,0,0.817739130434783,0.285774883830084,"ALAD;UROD"
"Arachidonic acid metabolism","3/63",0.711191775362391,0.955404609038666,0,0,0.817580504786771,0.278642194818789,"HPGDS;GPX7;GGT1"
"Taste transduction","4/83",0.711471517369219,0.955404609038666,0,0,0.827812817007013,0.281803951467588,"ENTPD2;SCNN1B;SCNN1A;ADCY6"
"Central carbon metabolism in cancer","3/65",0.730955802783456,0.964771635991331,0,0,0.7911227154047,0.247939664641603,"ERBB2;PIK3R2;SLC16A3"
"Inflammatory bowel disease (IBD)","3/65",0.730955802783456,0.964771635991331,0,0,0.7911227154047,0.247939664641603,"SMAD2;RORC;STAT6"
"Shigellosis","3/65",0.730955802783456,0.964771635991331,0,0,0.7911227154047,0.247939664641603,"MAPK11;ABL1;MAPK13"
"Oocyte meiosis","6/125",0.73278099082556,0.964771635991331,0,0,0.824013374983501,0.256192685289814,"ANAPC7;CCNE1;PPP2R5B;FBXO43;ADCY6;ANAPC11"
"Cell adhesion molecules (CAMs)","7/145",0.736411364159619,0.964771635991331,0,0,0.82887159040567,0.253606854668152,"CD274;CLDN4;SDC3;ICOS;PVR;MPZL1;NECTIN2"
"Aminoacyl-tRNA biosynthesis","3/66",0.740431228942494,0.964771635991331,0,0,0.778523768079904,0.233963925206535,"RARS2;QRSL1;VARS2"
"Protein export","1/23",0.744684618984385,0.964771635991331,0,0,0.743464181344286,0.219169137075855,"SRP54"
"MicroRNAs in cancer","15/299",0.745816371085497,0.964771635991331,0,0,0.862350886320562,0.252906698185582,"SHC4;ST14;WNT3A;PIK3R2;IRS2;ZEB2;RPS6KA5;MAPK7;ERBB3;CCNE1;ERBB2;ABL1;PDCD4;TIMP3;PAK4"
"Amphetamine addiction","3/68",0.758584032234008,0.96805453900376,0,0,0.75448885318337,0.208466551967173,"CREB3L4;CACNA1D;ATF4"
"Vitamin digestion and absorption","1/24",0.75940763325712,0.96805453900376,0,0,0.711101877384505,0.195707026398261,"TCN2"
"Cysteine and methionine metabolism","2/47",0.762085488151896,0.96805453900376,0,0,0.726685990338164,0.197438069541117,"KYAT3;BCAT2"
"Hedgehog signaling pathway","2/47",0.762085488151896,0.96805453900376,0,0,0.726685990338164,0.197438069541117,"EVC2;CDON"
"TGF-beta signaling pathway","4/90",0.768891242774271,0.968228973093004,0,0,0.760149096507576,0.199771550606719,"SMAD2;RPS6KB2;RGMB;ACVR2B"
"Rheumatoid arthritis","4/91",0.776314281327156,0.968228973093004,0,0,0.751371700909127,0.190245691015846,"ATP6V0B;ACP5;TCIRG1;TNFRSF11A"
"Arginine and proline metabolism","2/49",0.78207598457361,0.968228973093004,0,0,0.695689176688252,0.171002748404156,"P4HA1;NOS3"
"Cocaine addiction","2/49",0.78207598457361,0.968228973093004,0,0,0.695689176688252,0.171002748404156,"CREB3L4;ATF4"
"Ovarian steroidogenesis","2/49",0.78207598457361,0.968228973093004,0,0,0.695689176688252,0.171002748404156,"INSR;ADCY6"
"Ras signaling pathway","11/232",0.787565956048191,0.968228973093004,0,0,0.812564195097577,0.194046958750984,"SHC4;RASA4B;GNG5;RASA4;BAD;INSR;ABL1;VEGFC;PIK3R2;PAK4;PLD2"
"IL-17 signaling pathway","4/93",0.79059387397747,0.968228973093004,0,0,0.734408644246956,0.172564643012008,"MAPK11;MAPK7;CCL17;MAPK13"
"Glutamatergic synapse","5/114",0.792705346400471,0.968228973093004,0,0,0.749422106332435,0.174093524128839,"GNG5;CACNA1D;SHANK3;ADCY6;PLD2"
"Hepatitis C","7/155",0.795705318909926,0.968228973093004,0,0,0.772453676383807,0.176526030064164,"CLDN4;MAVS;IRF3;BAD;BAX;CTNNB1;PIK3R2"
"Collecting duct acid secretion","1/27",0.798679252302553,0.968228973093004,0,0,0.6289514134866,0.141385667748308,"TCIRG1"
"Mineral absorption","2/51",0.800576045441476,0.968228973093004,0,0,0.667222715173026,0.148406180815241,"ATP1B3;SLC5A1"
"Leishmaniasis","3/74",0.806928398145315,0.968228973093004,0,0,0.690508586768654,0.148128137231002,"MAPK11;IRAK1;MAPK13"
"Metabolism of xenobiotics by cytochrome P450","3/74",0.806928398145315,0.968228973093004,0,0,0.690508586768654,0.148128137231002,"HPGDS;EPHX1;DHDH"
"Phototransduction","1/28",0.810290913652301,0.968228973093004,0,0,0.605624738552627,0.127400396814597,"GNAT2"
"Gastric acid secretion","3/75",0.814138848980745,0.968722174736582,0,0,0.680881926312736,0.140005904466213,"KCNK10;ATP1B3;ADCY6"
"Antigen processing and presentation","3/77",0.827875672040543,0.973011398302229,0,0,0.662409145437866,0.125123980671353,"HSPA4;NFYB;TAPBP"
"Citrate cycle (TCA cycle)","1/30",0.831545202095167,0.973011398302229,0,0,0.56379759729171,0.104003528369126,"PC"
"Glyoxylate and dicarboxylate metabolism","1/30",0.831545202095167,0.973011398302229,0,0,0.56379759729171,0.104003528369126,"AFMID"
"Nicotinate and nicotinamide metabolism","1/30",0.831545202095167,0.973011398302229,0,0,0.56379759729171,0.104003528369126,"NAPRT"
"RNA degradation","3/79",0.840733090729547,0.979697237957572,0,0,0.64490861618799,0.111879417886644,"LSM7;CNOT3;SKIV2L"
"Calcium signaling pathway","8/188",0.854351504754567,0.991469647492954,0,0,0.725252525252525,0.114163865207022,"ERBB3;NOS3;CHRNA7;TNNC1;ERBB2;ORAI1;VDAC2;CACNA1D"
"Viral myocarditis","2/59",0.8613263933869,0.993425509663135,0,0,0.573333333333333,0.0855882090629775,"ABL1;EIF4G1"
"Pentose and glucuronate interconversions","1/34",0.867181628355614,0.993425509663135,0,0,0.495353184319301,0.0705912137790426,"DHDH"
"Prion diseases","1/35",0.874844893998435,0.993425509663135,0,0,0.480758419788419,0.0642815700259126,"BAX"
"Drug metabolism","4/108",0.875626325802994,0.993425509663135,0,0,0.627981774323238,0.0834059317409162,"HPGDS;NME3;UPP1;ITPA"
"Natural killer cell mediated cytotoxicity","5/131",0.879439458457123,0.993425509663135,0,0,0.647721454173067,0.0832131337270424,"SHC4;SH3BP2;TNFRSF10B;PIK3R2;MICA"
"Oxytocin signaling pathway","6/153",0.880754374976893,0.993425509663135,0,0,0.666061188873455,0.0845741148470199,"MAPK7;NOS3;PRKAG2;CACNA1D;ADCY6;CAMKK2"
"African trypanosomiasis","1/37",0.888871487862054,0.993425509663135,0,0,0.454001351481803,0.0534825450575341,"F2RL1"
"NOD-like receptor signaling pathway","7/178",0.893128271079123,0.993425509663135,0,0,0.667734109655507,0.0754706930127459,"MAPK11;MAVS;IRF3;CARD17;VDAC2;RBCK1;MAPK13"
"GABAergic synapse","3/89",0.893231014360316,0.993425509663135,0,0,0.569615641508288,0.0643153230838238,"GNG5;CACNA1D;ADCY6"
"Alcoholism","7/180",0.89935599507695,0.993425509663135,0,0,0.659943963450034,0.0700044355090945,"SHC4;HDAC2;GNG5;CREB3L4;ATF4;HDAC7;CAMKK2"
"Morphine addiction","3/91",0.901650532878118,0.993425509663135,0,0,0.55661049133634,0.0576249211349059,"GNG5;PDE4D;ADCY6"
"Long-term potentiation","2/67",0.90467512491084,0.993425509663135,0,0,0.502555183946488,0.0503456656023974,"RAPGEF3;ATF4"
"Glycine, serine and threonine metabolism","1/40",0.907021799742749,0.993425509663135,0,0,0.419011339080844,0.0408908113195619,"SARDH"
"Nicotine addiction","1/40",0.907021799742749,0.993425509663135,0,0,0.419011339080844,0.0408908113195619,"CHRNA7"
"Fat digestion and absorption","1/41",0.912387967872656,0.993425509663135,0,0,0.408514335360556,0.0374566696036501,"PLPP2"
"NF-kappa B signaling pathway","3/95",0.91671390806433,0.993425509663135,0,0,0.532296514927915,0.0462884209669665,"IRAK1;GADD45B;TNFRSF11A"
"Parkinson disease","5/142",0.917275147940715,0.993425509663135,0,0,0.595364613495059,0.0514084242471291,"NDUFA3;VDAC2;UQCRFS1;NDUFS1;NDUFV3"
"B cell receptor signaling pathway","2/71",0.92125405466401,0.993425509663135,0,0,0.473320730938878,0.038821498558459,"DAPP1;PIK3R2"
"Chemokine signaling pathway","7/190",0.926054780028206,0.993425509663135,0,0,0.623547378719546,0.0479020871325345,"SHC4;GNG5;BAD;PARD3;PIK3R2;CCL17;ADCY6"
"Pancreatic secretion","3/98",0.926597192210953,0.993425509663135,0,0,0.515404699738903,0.0392925659736953,"CPA3;ATP1B3;ADCY6"
"Inositol phosphate metabolism","2/74",0.931863683419751,0.993425509663135,0,0,0.453526570048309,0.0320047974343229,"INPP4B;IMPA1"
"Alzheimer disease","6/171",0.933538156243726,0.993425509663135,0,0,0.592828811676979,0.0407708781595963,"BAD;NDUFA3;UQCRFS1;CACNA1D;NDUFS1;NDUFV3"
"Intestinal immune network for IgA production","1/48",0.942216205964388,0.996239926492578,0,0,0.347542377581012,0.0206859005097543,"ICOS"
"Complement and coagulation cascades","2/79",0.946598353598618,0.996239926492578,0,0,0.423963862224732,0.0232673066795289,"PLAT;C4BPB"
"Cytokine-cytokine receptor interaction","11/294",0.955198542028775,0.996239926492578,0,0,0.63243450819596,0.0289883077692578,"CNTFR;IL33;IL1RL2;IL34;CLCF1;ACKR4;TNFRSF10B;TNFRSF25;TNFRSF11A;CCL17;ACVR2B"
"Serotonergic synapse","3/113",0.961692940396608,0.996239926492578,0,0,0.444766199857584,0.0173725980305199,"GNG5;CACNA1D;RAPGEF3"
"Legionellosis","1/55",0.961894629201384,0.996239926492578,0,0,0.302377964410979,0.0117474950020525,"SAR1B"
"Herpes simplex virus 1 infection","20/492",0.963902382900859,0.996239926492578,0,0,0.687848116428101,0.0252889093725733,"ZNF133;ZNF141;ZNF282;BAD;TSC2;PIK3R2;PML;TAPBP;NXF1;MAVS;IRAK1;IRF3;ZNF317;EIF4EBP1;ZNF746;ZNF316;BAX;ZNF205;ZNF688;ZNF554"
"Gap junction","2/88",0.96579749369881,0.996239926492578,0,0,0.379413549039434,0.0132040090883771,"MAPK7;ADCY6"
"Regulation of actin cytoskeleton","7/214",0.966434269085974,0.996239926492578,0,0,0.550543214564479,0.018796641955458,"ITGB4;ITGA3;MYH14;PIK3R2;ACTN4;SSH3;PAK4"
"Salivary secretion","2/90",0.969055368454598,0.996239926492578,0,0,0.370750988142293,0.0116540119137323,"ATP1B3;ADCY6"
"Steroid hormone biosynthesis","1/60",0.971699633877753,0.996239926492578,0,0,0.276679085246433,0.00794305284108234,"STS"
"Hematopoietic cell lineage","2/97",0.9782619956619,0.996239926492578,0,0,0.343304347826087,0.00754505905238436,"ITGA3;CD3G"
"Retinol metabolism","1/67",0.981341772540528,0.996239926492578,0,0,0.247242187294316,0.00465668003512114,"DHRS3"
"Vascular smooth muscle contraction","3/132",0.983809221587547,0.996239926492578,0,0,0.378873438986378,0.00618445769424175,"KCNMB4;CACNA1D;ADCY6"
"JAK-STAT signaling pathway","4/162",0.985641629402231,0.996239926492578,0,0,0.412164248224761,0.00596090461364065,"CNTFR;PIK3R2;STAT6;STAM2"
"Neuroactive ligand-receptor interaction","8/338",0.999193024886886,0.999995482433385,0,0,0.392413646959102,0.000316795887539652,"CHRNA5;PARD3;CHRNA7;NMU;HRH4;TSPO;F2RL1;SSTR1"
"Systemic lupus erythematosus","1/133",0.999632637974534,0.999995482433385,0,0,0.123186688781823,4.5262425858666e-05,"ACTN4"
"Olfactory transduction","2/444",0.999995482433385,0.999995482433385,0,0,0.0724217981506984,3.27171036541976e-07,"OR4A5;ANO2"
