"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"beta-Alanine metabolism","7/31",0.513497590270445,0.999996211618646,0,0,1.06313483755912,0.708589939322923,"ALDH3A2;ALDH2;CARNS1;GADL1;SMS;ACADM;CNDP2"
"N-Glycan biosynthesis","11/50",0.523257816954673,0.999996211618646,0,0,1.02805886391451,0.665854170969361,"MAN2A2;MGAT5B;MGAT4A;SRD5A3;MGAT4B;ALG2;MGAT3;MOGS;ALG12;MGAT1;ALG1"
"Starch and sucrose metabolism","8/36",0.524989965517353,0.999996211618646,0,0,1.04141461144718,0.671062716918004,"GPI;PYGB;GYS1;UGP2;G6PC3;GBE1;GAA;ENPP1"
"Other types of O-glycan biosynthesis","5/22",0.528726498979139,0.999996211618646,0,0,1.07204890791471,0.683199611926782,"EOGT;B3GLCT;RFNG;COLGALT1;ST3GAL3"
"Regulation of lipolysis in adipocytes","12/55",0.532238671106786,0.999996211618646,0,0,1.01716835822836,0.641490713119887,"FABP4;AKT2;INSR;AKT1;PIK3R3;ADCY3;PIK3CB;PIK3R1;PRKACB;PRKG1;ADCY6;PNPLA2"
"Bladder cancer","9/41",0.535089306561912,0.999996211618646,0,0,1.02511926925762,0.641029239955715,"RB1;CDKN1A;RASSF1;MAP2K2;CCND1;ERBB2;DAPK3;ARAF;HRAS"
"Biosynthesis of unsaturated fatty acids","6/27",0.540386882222013,0.999996211618646,0,0,1.04139534883721,0.640947540562365,"FADS2;TECR;ACOT2;HSD17B4;ACOT1;HSD17B12"
"Collecting duct acid secretion","6/27",0.540386882222013,0.999996211618646,0,0,1.04139534883721,0.640947540562365,"ATP6V0E1;TCIRG1;ATP6V0E2;ATP6V0D1;SLC12A7;ATP6V1F"
"Riboflavin metabolism","2/8",0.540734030834112,0.999996211618646,0,0,1.21499380421313,0.74701190216796,"ENPP1;BLVRB"
"Hepatocellular carcinoma","36/168",0.543351861849152,0.999996211618646,0,0,0.99395358739621,0.606309872227309,"RB1;GSK3B;CDKN1A;WNT2B;ARAF;PTEN;LRP5;KEAP1;PIK3R3;PIK3R1;PIK3CB;ELK1;IGF1R;WNT11;CCND1;AKT2;DVL1;DVL2;AKT1;DPF3;HMOX1;DVL3;HRAS;SMAD2;MAP2K2;GADD45B;FZD4;BAD;FZD6;IGF2;AXIN1;WNT9B;FZD8;APC;RPS6KB2;BCL2L1"
"Dopaminergic synapse","28/131",0.551880702015008,0.999996211618646,0,0,0.990726997916638,0.588911286399924,"CAMK2B;GSK3B;GSK3A;ATF6B;MAOA;PPP2R2A;ARRB2;ARNTL;PPP1CB;PPP3CB;GNG5;PPP2R1A;PPP2R5E;PPP2R3C;AKT2;AKT1;PRKACB;PPP2R5B;PPP2R5D;PPP2R3A;GNG11;MAPK12;PPP1CA;MAPK11;GNB2;PPP2R2D;PLCB2;ATF4"
"Huntington disease","41/193",0.567211312143606,0.999996211618646,0,0,0.982942555685815,0.557351390737185,"NDUFA13;HDAC2;HIP1;NDUFB7;NDUFA11;NDUFB6;NDUFA12;DNAH6;NDUFB2;CLTA;HTT;AP2A1;DNAH9;NRF1;COX5B;COX5A;COX6A2;POLR2B;POLR2C;CLTCL1;POLR2E;EP300;CYC1;IFT57;NDUFV1;AP2M1;CREBBP;NDUFA5;BDNF;NDUFA3;NDUFS8;NDUFS7;DLG4;NDUFS6;UQCRC1;ATP5PO;NDUFS3;TFAM;NDUFS1;PLCB2;DNAL1"
"Histidine metabolism","5/23",0.571813963969765,0.999996211618646,0,0,1.01242605078922,0.56588701475912,"ALDH3A2;ALDH2;MAOA;CARNS1;CNDP2"
"Mismatch repair","5/23",0.571813963969765,0.999996211618646,0,0,1.01242605078922,0.56588701475912,"RFC2;POLD1;POLD2;RPA2;MLH3"
"Sphingolipid metabolism","10/47",0.574130123207636,0.999996211618646,0,0,0.985014343952891,0.546583684125535,"GALC;NEU3;UGCG;ARSA;ASAH1;SPHK2;SPHK1;NEU1;ACER3;DEGS1"
"ErbB signaling pathway","18/85",0.57432175000337,0.999996211618646,0,0,0.97908080864335,0.542964437824343,"CAMK2B;STAT5A;GSK3B;STAT5B;CDKN1A;MAP2K2;BAD;ARAF;PIK3R3;PIK3CB;PIK3R1;ELK1;AKT2;ERBB2;RPS6KB2;EIF4EBP1;AKT1;HRAS"
"Apelin signaling pathway","29/137",0.57486668146182,0.999996211618646,0,0,0.978519904051819,0.541725374466266,"SERPINE1;ADCY3;NRF1;MYLK3;ADCY6;SLC9A1;CCND1;GNG5;AKT2;AKT1;PRKACB;HRAS;MEF2D;MEF2A;SMAD2;GABARAPL1;MAP2K2;SPHK2;NOS3;SPHK1;RPS6;GNG11;MRAS;GNB2;MYL3;RPS6KB2;TFAM;PIK3C3;PLCB2"
"Focal adhesion","42/199",0.586136751896218,0.999996211618646,0,0,0.974764283409615,0.520721177519639,"ITGB1;GSK3B;LAMA5;ROCK1;ITGB4;PTEN;PIK3R3;ILK;PIK3R1;PIK3CB;ARHGAP5;ELK1;MYLK3;IGF1R;PPP1CB;CCND3;CCND1;AKT2;ERBB2;KDR;AKT1;FLNA;FLNC;ITGB6;HRAS;PPP1R12A;BAD;LAMB2;ACTN1;LAMB1;ACTN4;PARVB;PPP1CA;COL4A2;COL4A1;COL6A2;COL6A1;ZYX;PPP1R12B;PPP1R12C;BCAR1;BIRC3"
"Cell cycle","26/124",0.595946322549177,0.999996211618646,0,0,0.96675567423231,0.500397260248412,"RB1;CDKN1C;ANAPC13;GSK3B;CDKN1A;HDAC2;MCM7;CCNH;SMC3;ANAPC10;ANAPC11;CCND3;CCND1;CDC26;CDC27;EP300;YWHAH;SMAD2;ZBTB17;CREBBP;GADD45B;PLK1;CDC7;ESPL1;ANAPC2;ATR"
"Colorectal cancer","18/86",0.596190086315726,0.999996211618646,0,0,0.964620829675154,0.498897770313697,"SMAD2;GSK3B;CDKN1A;MAP2K2;GADD45B;BAD;ARAF;AXIN1;PIK3R3;PIK3CB;PIK3R1;CCND1;APC;AKT2;RPS6KB2;AKT1;HRAS;APPL1"
"Long-term potentiation","14/67",0.598192814266843,0.999996211618646,0,0,0.962624628532241,0.494637104067599,"CAMK2B;CREBBP;MAP2K2;ARAF;PPP1CA;PPP1CB;RPS6KA3;PPP3CB;EP300;HRAS;PRKACB;PLCB2;RAPGEF3;ATF4"
"Endocrine and other factor-regulated calcium reabsorption","10/48",0.603241612890123,0.999996211618646,0,0,0.95903165735568,0.484730542006052,"CLTCL1;TRPV5;ATP1A4;CLTA;AP2A1;PRKACB;PLCB2;ADCY6;AP2M1;RAB11A"
"Glycosaminoglycan degradation","4/19",0.609650315339746,0.999996211618646,0,0,0.971889043855571,0.480958478178091,"GALNS;IDUA;HYAL1;HYAL2"
"Hepatitis B","34/163",0.613507310865135,0.999996211618646,0,0,0.960300351305055,0.469167314885685,"RB1;CDKN1A;DDX3X;ATF6B;ARAF;PIK3R3;PIK3R1;PIK3CB;ELK1;TBK1;IRAK1;AKT2;AKT1;EP300;PTK2B;HRAS;SMAD2;STAT5A;STAT5B;CREBBP;MAP2K2;MAP3K1;CHUK;DDX58;BAD;STAT1;STAT2;STAT3;HSPG2;MAPK12;MAPK11;MYD88;TLR3;ATF4"
"Viral carcinogenesis","42/201",0.614632383716682,0.999996211618646,0,0,0.962379199263691,0.468419732249393,"RB1;VAC14;CDKN1A;HDAC2;GTF2H2C;DDX3X;HDAC3;HDAC10;ATF6B;GTF2B;SRF;UBR4;PIK3R3;PIK3R1;PIK3CB;GTF2E2;C3;CCND3;CCND1;EP300;PRKACB;HRAS;YWHAH;STAT5A;STAT5B;CREBBP;GSN;BAD;ACTN1;STAT3;MRPS18B;EIF2AK2;TRAF2;ACTN4;GTF2H2;KAT2A;HNRNPK;SNW1;PSMC1;DNAJA3;ATP6V0D1;ATF4"
"Gastric cancer","31/149",0.617473788667048,0.999996211618646,0,0,0.95719298245614,0.461480596994626,"RB1;GSK3B;CDKN1A;WNT2B;ARAF;LRP5;PIK3R3;PIK3R1;PIK3CB;RXRB;FGF7;WNT11;CCND1;AKT2;DVL1;ERBB2;DVL2;AKT1;DVL3;HRAS;SMAD2;MAP2K2;GADD45B;JUP;FZD4;FZD6;AXIN1;WNT9B;FZD8;APC;RPS6KB2"
"Pyruvate metabolism","8/39",0.623829386190929,0.999996211618646,0,0,0.94045242348279,0.443779154365112,"ALDH3A2;GRHPR;PC;ALDH2;MDH2;LDHD;HAGH;DLD"
"Vasopressin-regulated water reabsorption","9/44",0.627614895299658,0.999996211618646,0,0,0.937072376076332,0.436515042445251,"DCTN6;NSF;AVPR2;ADCY3;STX4;PRKACB;RAB5A;ADCY6;RAB11A"
"Glucagon signaling pathway","21/103",0.649251244744907,0.999996211618646,0,0,0.933067706406352,0.403025076785171,"CAMK2B;PYGB;CRTC2;CREBBP;PRMT1;PGAM2;PPP4R3B;CPT1B;GYS1;PPP3CB;PFKL;PPP4C;G6PC3;PHKG1;AKT2;AKT1;EP300;PRKACB;FBP1;PLCB2;ATF4"
"Glyoxylate and dicarboxylate metabolism","6/30",0.651459653918886,0.999996211618646,0,0,0.911046511627907,0.390419701106124,"GRHPR;SHMT2;MDH2;ACO2;GLUL;DLD"
"One carbon pool by folate","4/20",0.652698771310985,0.999996211618646,0,0,0.911087866108787,0.388706122504209,"ALDH1L1;MTHFD1L;SHMT2;GART"
"Ferroptosis","8/40",0.654185004298706,0.999996211618646,0,0,0.911005118659842,0.386598765834076,"MAP1LC3A;HMOX1;SAT2;ACSL4;ACSL3;ATG7;SLC39A14;FTL"
"Glycine, serine and threonine metabolism","8/40",0.654185004298706,0.999996211618646,0,0,0.911005118659842,0.386598765834076,"GAMT;GRHPR;GATM;MAOA;SHMT2;PGAM2;DLD;GCAT"
"Basal transcription factors","9/45",0.656171313539071,0.999996211618646,0,0,0.910984407726321,0.383828135484022,"GTF2H2C;TAF12;ERCC3;CCNH;GTF2B;TAF6;GTF2H2;GTF2E2;GTF2I"
"Human T-cell leukemia virus 1 infection","45/219",0.664775804386844,0.999996211618646,0,0,0.941983830896098,0.384617114473996,"RB1;VAC14;CDKN1A;CRTC2;CRTC3;ATF6B;TRRAP;SRF;PTEN;PIK3R3;ADCY3;GPS2;PIK3R1;PIK3CB;ELK1;ANAPC10;ADCY6;ANAPC11;PPP3CB;CCND3;KAT5;CCND1;CDC26;AKT2;CDC27;AKT1;TSPO;EP300;PRKACB;HRAS;STAT5A;SMAD2;STAT5B;CREBBP;MAP3K1;MAP2K2;CHUK;TNFRSF1A;KAT2A;ESPL1;TCF3;ATF4;ATR;ANAPC2;BCL2L1"
"Oxidative phosphorylation","27/133",0.668462386380073,0.999996211618646,0,0,0.927910329957184,0.373739222077402,"NDUFA13;NDUFB7;NDUFA11;NDUFB6;NDUFA12;NDUFB2;TCIRG1;COX5B;COX6A2;COX5A;ATP6V1H;CYC1;ATP6V0E2;NDUFV1;ATP6V1F;ATP6V0E1;NDUFA5;NDUFA3;NDUFS8;PPA2;NDUFS7;NDUFS6;UQCRC1;NDUFS3;ATP5PO;NDUFS1;ATP6V0D1"
"Glioma","15/75",0.67076753979409,0.999996211618646,0,0,0.910859939408063,0.363736104723119,"RB1;CAMK2B;CDKN1A;MAP2K2;GADD45B;ARAF;PTEN;PIK3R3;PIK3CB;PIK3R1;IGF1R;CCND1;AKT2;AKT1;HRAS"
"Measles","28/138",0.671410693219743,0.999996211618646,0,0,0.927264227123975,0.369398207550016,"GSK3B;PIK3R3;TNFAIP3;PIK3R1;PIK3CB;RCHY1;CCND3;TBK1;CCND1;IRAK1;AKT2;RACK1;AKT1;STAT5A;STAT5B;HSPA8;CHUK;DDX58;BAD;STAT1;STAT2;CSNK2A2;STAT3;EIF2AK2;EIF2S1;OAS3;MYD88;BCL2L1"
"Hypertrophic cardiomyopathy (HCM)","17/85",0.675862450844325,0.999996211618646,0,0,0.910818372581021,0.356827396146132,"ITGB1;MYBPC3;ITGB4;TPM2;TNNC1;TPM1;DES;SGCA;SGCB;TNNT2;MYL3;LMNA;DAG1;TNNI3;ITGB6;EMD;MYH7"
"DNA replication","7/36",0.683335790152738,0.999996211618646,0,0,0.879554988730338,0.334907185705615,"POLE4;POLA2;MCM7;RFC2;POLD1;POLD2;RPA2"
"AGE-RAGE signaling pathway in diabetic complications","20/100",0.68339520419084,0.999996211618646,0,0,0.91075594960336,0.346708357151718,"SMAD2;STAT5A;STAT5B;STAT1;NOS3;SERPINE1;STAT3;PIK3R3;PIK3R1;PIK3CB;MAPK12;MAPK11;CCND1;COL4A2;COL4A1;AKT2;AKT1;PLCD3;HRAS;PLCB2"
"Glycerolipid metabolism","12/61",0.68675671686681,0.999996211618646,0,0,0.892274935125424,0.335294768464275,"ALDH3A2;AGPAT5;DGKD;TKFC;ALDH2;GPAT4;AGPAT1;LPIN1;LCLAT1;DGKZ;AGPAT3;PNPLA2"
"B cell receptor signaling pathway","14/71",0.689981741678613,0.999996211618646,0,0,0.89484311898105,0.332067461053505,"GSK3B;MAP2K2;CHUK;CD81;PIK3R3;PIK3CB;PIK3R1;BCL10;PPP3CB;AKT2;CD19;AKT1;HRAS;CARD11"
"Oocyte meiosis","25/125",0.695456211169096,0.999996211618646,0,0,0.910651716888577,0.330737074385484,"CAMK2B;ANAPC13;ADCY3;SMC3;ANAPC10;ADCY6;IGF1R;ANAPC11;PPP1CB;RPS6KA3;PPP3CB;PPP2R1A;PPP2R5E;CDC26;CDC27;PRKACB;YWHAH;PLK1;PPP2R5B;PPP2R5D;MAPK12;PPP1CA;ESPL1;CPEB2;ANAPC2"
"Melanogenesis","20/101",0.701359481074687,0.999996211618646,0,0,0.89945443966287,0.319067711238975,"CAMK2B;GSK3B;CREBBP;MAP2K2;WNT2B;FZD4;FZD6;WNT9B;FZD8;ADCY3;ADCY6;WNT11;DVL1;KIT;DVL2;EP300;DVL3;PRKACB;HRAS;PLCB2"
"D-Glutamine and D-glutamate metabolism","1/5",0.702518654968843,0.999996211618646,0,0,0.911149825783972,0.321711808248723,"GLS"
"Aldosterone-regulated sodium reabsorption","7/37",0.712326969799885,0.999996211618646,0,0,0.850182212917733,0.288397318821643,"SLC9A3R2;INSR;SCNN1A;ATP1A4;PIK3R3;PIK3CB;PIK3R1"
"Longevity regulating pathway","20/102",0.718720384862471,0.999996211618646,0,0,0.888428576306295,0.293432758975124,"HSPA8;HDAC2;ATF6B;INSR;PIK3R3;ADCY3;PIK3R1;PIK3CB;ADIPOR1;ADCY6;IGF1R;AKT2;RPS6KB2;EIF4EBP1;AKT1;ULK1;PRKACB;HRAS;ATF4;APPL1"
"Fatty acid elongation","5/27",0.720670329806264,0.999996211618646,0,0,0.828137219674072,0.27127579632967,"TECR;ACOT2;THEM4;ACOT1;HSD17B12"
"Influenza A","34/171",0.728614741508983,0.999996211618646,0,0,0.903759670849394,0.286139495762428,"GSK3B;RNASEL;NLRX1;PIK3R3;FURIN;PIK3R1;PIK3CB;NXT2;PYCARD;TBK1;AKT2;AKT1;EP300;KPNA2;RAE1;HSPA8;IL33;CREBBP;MAP2K2;DDX58;STAT1;STAT2;TNFRSF10B;EIF2AK2;TNFRSF10A;EIF2S1;PML;MAPK12;TNFRSF1A;MAPK11;DDX39B;OAS3;MYD88;TLR3"
"Cardiac muscle contraction","15/78",0.731295619182943,0.999996211618646,0,0,0.867319195214791,0.271416698201921,"TPM2;TNNC1;TPM1;ATP1A4;COX5B;COX6A2;COX5A;SLC9A1;SLC9A6;TNNT2;MYL3;UQCRC1;TNNI3;CYC1;MYH7"
"Nitrogen metabolism","3/17",0.742228491639333,0.999996211618646,0,0,0.780850569370207,0.23277010469278,"CA4;GLUL;CA14"
"Adipocytokine signaling pathway","13/69",0.7504894409001,0.999996211618646,0,0,0.845620778010715,0.242718276051118,"CHUK;STAT3;ACSL4;TRAF2;SLC2A4;ACSL3;ADIPOR1;CPT1B;TNFRSF1A;RXRB;G6PC3;AKT2;AKT1"
"Lysine degradation","11/59",0.752566664095335,0.999996211618646,0,0,0.834817617384556,0.237310011141623,"ALDH3A2;KMT2D;TMLHE;ALDH2;SUV39H1;DOT1L;KMT2B;SETD1A;PLOD1;COLGALT1;DLD"
"Ovarian steroidogenesis","9/49",0.756832061027454,0.999996211618646,0,0,0.81967651850128,0.22837327008665,"SCARB1;HSD17B1;ALOX5;INSR;ACOT2;ADCY3;PRKACB;ADCY6;IGF1R"
"Mannose type O-glycan biosynthesis","4/23",0.761873736608765,0.999996211618646,0,0,0.767085076708508,0.208627531879444,"B4GAT1;MGAT5B;POMGNT1;ST3GAL3"
"Protein export","4/23",0.761873736608765,0.999996211618646,0,0,0.767085076708508,0.208627531879444,"SPCS2;SRP54;SEC11A;SRP9"
"NF-kappa B signaling pathway","18/95",0.766681709660436,0.999996211618646,0,0,0.851382293080054,0.226198265460113,"CARD10;CCL13;CHUK;GADD45B;DDX58;CSNK2A2;TNFAIP3;TRAF2;BCL10;TNFRSF1A;PIDD1;CXCL12;IRAK1;PLAU;CARD11;MYD88;BIRC3;BCL2L1"
"RIG-I-like receptor signaling pathway","13/70",0.769252960463518,0.999996211618646,0,0,0.830732199704946,0.217930477427653,"DDX3X;NLRX1;MAP3K1;CHUK;DDX58;TRAF2;MAPK12;MAPK11;TBK1;TKFC;DHX58;PIN1;TBKBP1"
"SNARE interactions in vesicular transport","6/34",0.770995778264817,0.999996211618646,0,0,0.780697674418605,0.203037903101778,"VAMP8;STX5;STX4;SEC22B;STX11;STX1A"
"Cellular senescence","31/160",0.774788766312253,0.999996211618646,0,0,0.874953533705064,0.223257384014867,"RB1;CDKN1A;LIN37;SERPINE1;PTEN;PIK3R3;PIK3R1;PIK3CB;ZFP36L2;ZFP36L1;PPP1CB;CCND3;PPP3CB;CCND1;AKT2;EIF4EBP1;AKT1;TRPM7;NBN;CAPN1;HRAS;SMAD2;MAP2K2;GADD45B;MAPK12;PPP1CA;MAPK11;MRAS;SQSTM1;RAD9A;ATR"
"Other glycan degradation","3/18",0.777983671399204,0.999996211618646,0,0,0.728747385544969,0.182951843811269,"NEU3;NEU1;MAN2C1"
"Cholesterol metabolism","9/50",0.778443228358938,0.999996211618646,0,0,0.799633323305539,0.200275534252334,"SCARB1;MYLIP;LRPAP1;SOAT1;LRP1;OSBPL5;TSPO;APOA1;LCAT"
"Glycosphingolipid biosynthesis","8/45",0.78269870457121,0.999996211618646,0,0,0.787644787644788,0.192978843486284,"B4GALNT1;A4GALT;ST3GAL1;ST6GALNAC4;ST3GAL2;B4GALT4;ST3GAL3;ST6GALNAC6"
"Alzheimer disease","33/171",0.78824416196254,0.999996211618646,0,0,0.87056237853458,0.207148043115895,"GSK3B;NDUFA13;NDUFB7;NDUFA11;LRP1;NDUFB6;NDUFA12;ATP2A3;NDUFB2;ATP2A1;IDE;COX5B;COX6A2;COX5A;HSD17B10;PPP3CB;CAPN1;CYC1;NAE1;NDUFV1;NDUFA5;BAD;NDUFA3;TNFRSF1A;ERN1;NDUFS8;NDUFS7;NDUFS6;UQCRC1;NDUFS3;ATP5PO;NDUFS1;PLCB2"
"Alanine, aspartate and glutamate metabolism","6/35",0.795502524812307,0.999996211618646,0,0,0.753728949478749,0.172439056756014,"ALDH4A1;GFPT2;CAD;GPT;GLUL;GLS"
"Bile secretion","13/72",0.803796180731322,0.999996211618646,0,0,0.802469135802469,0.175266921631365,"ABCC3;SCARB1;ABCC2;ATP1A4;ADCY3;SLC4A2;ADCY6;AQP1;SLC9A1;KCNN2;PRKACB;SLC22A7;SLC27A5"
"p53 signaling pathway","13/72",0.803796180731322,0.999996211618646,0,0,0.802469135802469,0.175266921631365,"CDKN1A;GADD45B;SIVA1;SERPINE1;PTEN;TNFRSF10B;RCHY1;PIDD1;CCND3;CCND1;AIFM2;ATR;BCL2L1"
"Fatty acid biosynthesis","2/13",0.804763626719749,0.999996211618646,0,0,0.662512673200406,0.143902175610547,"ACSL4;ACSL3"
"Phospholipase D signaling pathway","28/148",0.808335344259028,0.999996211618646,0,0,0.849446781985351,0.180743822282128,"AGPAT5;ARF1;DGKD;PIK3R3;ADCY3;PIK3R1;PIK3CB;AGPAT1;ADCY6;AGPAT3;CYTH2;CYTH4;AKT2;AKT1;FCER1A;PTK2B;PIP5K1B;HRAS;MAP2K2;SPHK2;INSR;SPHK1;AVPR2;DGKZ;MRAS;KIT;PLCB2;RAPGEF3"
"Ribosome","29/153",0.808574852381571,0.999996211618646,0,0,0.851384374033653,0.18090387368127,"RPL4;MRPS15;RPLP1;RPL11;MRPL14;RPL8;MRPL12;MRPL35;MRPL11;MRPL4;RPS14;MRPL2;RPLP2;RPL13;MRPL9;RPS11;RPL18;RPL19;RPS9;RPS5;RPL22;RPS6;MRPS2;MRPS21;MRPL24;RPL3L;RPS28;RPS21;RPS23"
"PI3K-Akt signaling pathway","70/354",0.808806367553074,0.999996211618646,0,0,0.896657090797856,0.190266813533311,"CHRM2;ITGB1;GSK3B;CDKN1A;CRTC2;HSP90AB1;ITGB4;PTEN;PPP2R2A;PIK3CB;IGF1R;GHR;GYS1;CCND3;FGF7;CCND1;PPP2R1A;PPP2R5E;AKT2;KDR;AKT1;ITGB6;HRAS;IL6R;YWHAH;HSP90AA1;MAP2K2;CHUK;RPS6;PPP2R5B;PPP2R5D;COL4A2;COL4A1;CDC37;COL6A2;DDIT4;KIT;COL6A1;EPHA2;ATF4;LAMA5;ATF6B;PKN3;PIK3R3;PIK3R1;EFNA4;HSP90B1;GNG5;PPP2R3C;CD19;ERBB2;EIF4EBP1;THEM4;BDNF;BAD;LAMB2;NOS3;INSR;IGF2;LAMB1;PPP2R3A;GNG11;EPOR;G6PC3;GNB2;PPP2R2D;RPS6KB2;PKN2;PKN1;BCL2L1"
"Synaptic vesicle cycle","14/78",0.817212185412014,0.999996211618646,0,0,0.79661288443616,0.160801492670401,"NSF;NAPA;ATP6V0E1;CLTA;SLC1A3;AP2A1;TCIRG1;CLTCL1;ATP6V1H;ATP6V0D1;ATP6V0E2;AP2M1;STX1A;ATP6V1F"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4/25",0.818445943734805,0.999996211618646,0,0,0.693940802727414,0.139029601590432,"PIGU;GPAA1;PIGQ;PIGW"
"Hedgehog signaling pathway","8/47",0.822940298353506,0.999996211618646,0,0,0.747157294388565,0.145599754165369,"GSK3B;GRK2;EVC;CCND1;PTCH1;ARRB2;PRKACB;GLI2"
"RNA polymerase","5/31",0.82839436778736,0.999996211618646,0,0,0.70055264428666,0.131890207972702,"POLR3B;POLR2B;POLR3C;POLR2C;POLR2E"
"Cushing syndrome","29/155",0.830059182739588,0.999996211618646,0,0,0.837762710103136,0.156040238271917,"RB1;CAMK2B;SCARB1;KMT2D;GSK3B;CDKN1A;WNT2B;ATF6B;ADCY3;CACNA1H;ADCY6;WNT11;CCND1;DVL1;DVL2;DVL3;PRKACB;USP8;MAP2K2;FZD4;FZD6;AIP;AXIN1;WNT9B;FZD8;ARNT;APC;PLCB2;ATF4"
"Glycosaminoglycan biosynthesis","9/53",0.834832019371891,0.999996211618646,0,0,0.744970063680792,0.134485533590489,"CHPF;CHPF2;CHST12;B3GAT3;B4GALT7;ST3GAL1;B4GALT4;ST3GAL2;ST3GAL3"
"Thyroid cancer","6/37",0.838376230749301,0.999996211618646,0,0,0.705011252813203,0.124285246904186,"RXRB;CDKN1A;MAP2K2;CCND1;GADD45B;HRAS"
"Epstein-Barr virus infection","38/201",0.84044745746961,0.999996211618646,0,0,0.848342063350602,0.147459531338709,"RB1;CDKN1A;PSMD12;HDAC2;PSMD13;PIK3R3;TNFAIP3;PIK3R1;PIK3CB;PSMD6;CCND3;TBK1;PSMD4;CCND1;IRAK1;AKT2;PSMD2;CD19;AKT1;PDIA3;GADD45B;CHUK;STAT1;DDX58;STAT2;STAT3;ADRM1;EIF2AK2;TRAF2;MAPK12;NCOR2;MAPK11;PSMC5;SNW1;PSMC1;OAS3;PSMC2;MYD88"
"Salmonella infection","15/86",0.855399290589909,0.999996211618646,0,0,0.769199208300373,0.120138849458099,"ROCK1;PKN3;ARPC4;MAPK12;PYCARD;MAPK11;KLC2;ARPC2;MYH14;FLNA;PLEKHM2;PKN2;FLNC;PKN1;MYD88"
"Thiamine metabolism","2/15",0.865370341925208,0.999996211618646,0,0,0.560516156705748,0.0810493598087893,"AK1;ALPL"
"Legionellosis","9/55",0.865751192990521,0.999996211618646,0,0,0.712488996367536,0.102710787613784,"PYCARD;C3;HSPA8;ARF1;RAB1B;EEF1A2;HSF1;SEC22B;MYD88"
"Fructose and mannose metabolism","5/33",0.868030417762262,0.999996211618646,0,0,0.650430132527319,0.0920544149506867,"GMPPB;PFKL;TKFC;TPI1;FBP1"
"ECM-receptor interaction","14/82",0.870071457978811,0.999996211618646,0,0,0.749561427553314,0.104323910839302,"ITGB1;LAMA5;ITGB4;LAMB2;LAMB1;HSPG2;COL4A2;COL4A1;COL6A2;COL6A1;DAG1;ITGB6;CD47;AGRN"
"Chagas disease (American trypanosomiasis)","18/103",0.871026438494261,0.999996211618646,0,0,0.770857111501317,0.106442222756079,"SMAD2;CHUK;SERPINE1;PIK3R3;PPP2R2A;PIK3R1;PIK3CB;MAPK12;TNFRSF1A;C3;MAPK11;IRAK1;PPP2R1A;AKT2;PPP2R2D;AKT1;PLCB2;MYD88"
"Neurotrophin signaling pathway","21/119",0.875635875343462,0.999996211618646,0,0,0.779929988331389,0.103578556767335,"CAMK2B;GSK3B;MAP2K2;MAP3K1;BDNF;RIPK2;BAD;PIK3R3;PIK3R1;PIK3CB;MAPK12;RPS6KA3;MAPK11;MAPK7;IRAK1;IRAK2;AKT2;AKT1;HRAS;ATF4;SH2B1"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","12/72",0.877094514666865,0.999996211618646,0,0,0.728178854215184,0.0954937550417103,"ITGB1;DSP;DES;SGCA;JUP;ITGB4;SGCB;ACTN2;LMNA;DAG1;ITGB6;EMD"
"Kaposi sarcoma-associated herpesvirus infection","34/186",0.881094161596689,0.999996211618646,0,0,0.813787453183521,0.103017987148858,"RB1;GSK3B;CDKN1A;PIK3R3;PIK3R1;PIK3CB;HIF1A;C3;PPP3CB;TBK1;CCND1;GNG5;AKT2;AKT1;EP300;HRAS;ATG3;GABARAPL1;CREBBP;MAP2K2;CHUK;STAT1;STAT2;STAT3;EIF2AK2;TRAF2;GNG11;MAPK12;TNFRSF1A;HCK;MAPK11;GNB2;PIK3C3;TLR3"
"Relaxin signaling pathway","23/130",0.881835505133082,0.999996211618646,0,0,0.782273321390151,0.0983706687182566,"SMAD2;MAP2K2;ATF6B;NOS3;PIK3R3;ADCY3;PIK3R1;PIK3CB;ARRB2;GNG11;ADCY6;MAPK12;MAPK11;COL4A2;GNG5;COL4A1;AKT2;GNB2;AKT1;PRKACB;HRAS;PLCB2;ATF4"
"cGMP-PKG signaling pathway","30/166",0.883264791364521,0.999996211618646,0,0,0.802598635338139,0.0996267663345497,"ROCK1;ATF6B;NPR2;SRF;ATP2A3;ATP1A4;ADCY3;ATP2A1;MYLK3;ADCY6;PPP1CB;PPP3CB;PLN;AKT2;AKT1;MEF2D;PRKG1;GTF2I;MEF2A;MAP2K2;PPP1R12A;KCNJ8;BAD;NOS3;INSR;PDE2A;PPP1CA;PLCB2;ATF4;MYH7"
"Amyotrophic lateral sclerosis (ALS)","8/51",0.885817814627659,0.999996211618646,0,0,0.677481143203437,0.0821405077056437,"MAPK11;PPP3CB;CCS;BAD;RAB5A;MAPK12;TNFRSF1A;BCL2L1"
