Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hippo signaling pathway	14/160	0.20298389627005992	0.5265850861119172	0	0	1.313343480466768	2.0942951173479942	FZD4;AXIN1;WNT9B;PPP1CA;RASSF1;PPP2R1A;DLG4;DVL1;PPP2R2D;DVL3;LLGL1;TEAD2;YWHAH;TEAD3
Peroxisome	8/83	0.20414625791113064	0.5265850861119172	0	0	1.4600589970501474	2.3199148850697875	ABCD4;PEX16;PRDX5;PEX6;ECH1;IDH2;MPV17L2;PEX26
Mannose type O-glycan biosynthesis	3/23	0.20437393202245738	0.5265850861119172	0	0	2.0517266715650258	3.257739739944662	MGAT5B;POMGNT1;ST3GAL3
Retrograde endocannabinoid signaling	13/148	0.2100490984989262	0.5363753765240437	0	0	1.3187104202648243	2.057734166407231	NDUFA13;NDUFB7;NDUFA11;ABHD6;ADCY6;MAPK12;MAPK11;NDUFS8;NDUFS7;NDUFS6;GNB2;NDUFV1;PLCB2
Alanine, aspartate and glutamate metabolism	4/35	0.21374235357428564	0.5409762223207584	0	0	1.765180265654649	2.723644809153997	ALDH4A1;GFPT2;GPT;GLUL
Bile secretion	7/72	0.21885317804403975	0.5442783384399597	0	0	1.4738053398333428	2.239232324049985	SCARB1;ATP1A4;SLC4A2;SLC22A7;SLC27A5;ADCY6;AQP1
Melanoma	7/72	0.21885317804403975	0.5442783384399597	0	0	1.4738053398333428	2.239232324049985	MAP2K2;GADD45B;BAD;AKT2;ARAF;HRAS;IGF1R
Hepatitis B	14/163	0.22243294910273584	0.5472765769060745	0	0	1.2866915237385037	1.9340640834118035	STAT5A;CREBBP;MAP2K2;BAD;STAT2;STAT3;ARAF;MAPK12;MAPK11;IRAK1;AKT2;EP300;PTK2B;HRAS
Long-term depression	6/60	0.22388587237066682	0.5472765769060745	0	0	1.5203730976926852	2.27541904511404	MAP2K2;PPP2R1A;ARAF;HRAS;PLCB2;IGF1R
DNA replication	4/36	0.22851927471057898	0.5538687505697084	0	0	1.7099264705882353	2.524081830148909	POLA2;MCM7;RFC2;POLD2
Colorectal cancer	8/86	0.23178897923085162	0.5570726727733072	0	0	1.4036759700476515	2.0520730540602825	MAP2K2;GADD45B;BAD;AKT2;RPS6KB2;ARAF;AXIN1;HRAS
Toxoplasmosis	10/113	0.24166481499499295	0.5756433031374509	0	0	1.3288924581606458	1.8872978197568133	LAMA5;MAPK11;IRAK1;BAD;LAMB2;AKT2;STAT3;MAPK12;BCL2L1;TNFRSF1A
Thyroid cancer	4/37	0.24354139748122922	0.5756433031374509	0	0	1.6580213903743315	2.3419027221398583	RXRB;MAP2K2;GADD45B;HRAS
Glioma	7/75	0.2497251656690668	0.5806617673280741	0	0	1.4085569378820062	1.9542238712913553	CAMK2B;MAP2K2;GADD45B;AKT2;ARAF;HRAS;IGF1R
Pancreatic cancer	7/75	0.2497251656690668	0.5806617673280741	0	0	1.4085569378820062	1.9542238712913553	GADD45B;BAD;AKT2;STAT3;RPS6KB2;ARAF;BCL2L1
Vibrio cholerae infection	5/50	0.25348367138759087	0.5846478227165403	0	0	1.519990188864361	2.0861194581098133	ARF1;TCIRG1;ATP6V0D1;ATP6V0E2;ATP6V1F
Longevity regulating pathway	9/102	0.2599504064089673	0.5947665298637171	0	0	1.3243423401975956	1.7842393025864194	AKT2;INSR;RPS6KB2;EIF4EBP1;ULK1;ADIPOR1;HRAS;ADCY6;IGF1R
Parkinson disease	12/142	0.26217616201711513	0.5950982725150391	0	0	1.2634956759217115	1.6914904664697143	NDUFA13;NDUFS8;NDUFB7;NDUFA11;NDUFS7;ADORA2A;NDUFS6;UQCRC1;HTRA2;CYC1;COX5B;NDUFV1
Amyotrophic lateral sclerosis (ALS)	5/51	0.26667966851802577	0.6005357315140606	0	0	1.4868669418050358	1.965202570288589	MAPK11;BAD;MAPK12;TNFRSF1A;BCL2L1
Protein digestion and absorption	8/90	0.2705051115101289	0.6005357315140606	0	0	1.3349161810202173	1.7453552292831083	COL4A2;COL4A1;ELN;COL6A2;COL7A1;COL6A1;COL11A2;ATP1A4
Thiamine metabolism	2/15	0.2728492251568435	0.6005357315140606	0	0	2.1035807071049364	2.732206193877325	AK1;ALPL
Relaxin signaling pathway	11/130	0.2729707870518457	0.6005357315140606	0	0	1.2650816424130629	1.6425699820068114	MAPK11;MAP2K2;COL4A2;COL4A1;NOS3;AKT2;GNB2;HRAS;PLCB2;ADCY6;MAPK12
Fatty acid elongation	3/27	0.27879021132820875	0.608656491907387	0	0	1.7094048493754592	2.18341548200105	TECR;ACOT2;ACOT1
Ferroptosis	4/40	0.28974774345529464	0.6277867774864717	0	0	1.5196078431372548	1.8824059865462472	MAP1LC3A;SAT2;ATG7;FTL
Neurotrophin signaling pathway	10/119	0.2934227645461134	0.6309692530841235	0	0	1.2553358719661756	1.539218564855238	CAMK2B;MAPK11;MAP2K2;MAPK7;IRAK1;BAD;AKT2;HRAS;MAPK12;SH2B1
Ras signaling pathway	18/232	0.3195322519228176	0.6819867466412376	0	0	1.1511991223563067	1.3133997002420903	MAP2K2;RASA4B;BAD;INSR;IGF2;FOXO4;PLA2G6;RASGRP2;EFNA4;IGF1R;RASSF1;RASA4;AKT2;GNB2;RGL2;HRAS;EPHA2;BCL2L1
Nicotinate and nicotinamide metabolism	3/30	0.3361041151607649	0.6911308064980158	0	0	1.5192260592701445	1.656464282586707	NMRK2;NAPRT;NADK
Tuberculosis	14/179	0.33704876504849746	0.6911308064980158	0	0	1.160915824915825	1.262528065524477	CAMK2B;CREBBP;SPHK2;BAD;SPHK1;TCIRG1;MAPK12;TNFRSF1A;MAPK11;IRAK1;AKT2;EP300;ATP6V0D1;CTSD
Cell cycle	10/124	0.3385809563861403	0.6911308064980158	0	0	1.1999533545829122	1.2995399470791935	ZBTB17;CREBBP;GADD45B;MCM7;ESPL1;PLK1;EP300;ANAPC2;ANAPC11;YWHAH
Platelet activation	10/124	0.3385809563861403	0.6911308064980158	0	0	1.1999533545829122	1.2995399470791935	VAMP8;MAPK11;NOS3;AKT2;RASGRP2;PLCB2;MYLK3;ADCY6;MAPK12;PPP1CA
Prostate cancer	8/97	0.34191478795678065	0.6911308064980158	0	0	1.229458751781512	1.3194474249173704	CREBBP;MAP2K2;BAD;AKT2;ARAF;EP300;HRAS;IGF1R
Phosphonate and phosphinate metabolism	1/6	0.3454953608869579	0.6911308064980158	0	0	2.733822450476889	2.9054410611575205	PCYT2
Vitamin B6 metabolism	1/6	0.3454953608869579	0.6911308064980158	0	0	2.733822450476889	2.9054410611575205	PNPO
Other glycan degradation	2/18	0.3501671764751582	0.6911308064980158	0	0	1.7088839941262848	1.7932081766755554	NEU1;MAN2C1
Oxytocin signaling pathway	12/153	0.3508316834460408	0.6911308064980158	0	0	1.164232657686013	1.2194739894621998	CAMK2B;MAP2K2;MAPK7;NOS3;NPR2;EEF2;HRAS;PPP1R12C;PLCB2;MYLK3;ADCY6;PPP1CA
Axon guidance	14/181	0.3522978963654892	0.6911308064980158	0	0	1.146888445331559	1.1965236724736936	CAMK2B;PTCH1;SEMA4B;SEMA3G;ILK;SEMA4F;SEMA3F;EFNA4;RGMA;PLXNB3;PLXNB1;HRAS;EPHB4;EPHA2
Leukocyte transendothelial migration	9/112	0.35508432787753125	0.6911308064980158	0	0	1.195120553147279	1.237427790132027	MAPK11;CLDN15;PTK2B;ACTN4;CD99;RAPGEF3;MAPK12;BCAR1;SIPA1
Mucin type O-glycan biosynthesis	3/31	0.3552119273885354	0.6911308064980158	0	0	1.4648892620971974	1.5162199912498082	GALNT15;ST3GAL1;ST3GAL2
B cell receptor signaling pathway	6/71	0.3552315683748543	0.6911308064980158	0	0	1.2623314829500396	1.3064946508802877	MAP2K2;CD81;AKT2;CD19;HRAS;CARD11
ABC transporters	4/45	0.36868635697049	0.7109770300288111	0	0	1.3339311334289814	1.3310084602890644	ABCD4;ABCC1;ABCC5;ABCG1
Glycosaminoglycan degradation	2/19	0.37537598438584086	0.7109770300288111	0	0	1.6082750280729032	1.5758315054505487	IDUA;HYAL1
Pantothenate and CoA biosynthesis	2/19	0.37537598438584086	0.7109770300288111	0	0	1.6082750280729032	1.5758315054505487	PPCDC;BCAT2
Steroid biosynthesis	2/19	0.37537598438584086	0.7109770300288111	0	0	1.6082750280729032	1.5758315054505487	EBP;LSS
Wnt signaling pathway	12/158	0.3928085562043453	0.7239420113014037	0	0	1.124057712571938	1.0503565307661071	CAMK2B;CREBBP;FZD4;DVL1;AXIN1;WNT9B;LRP5;EP300;DVL3;PRICKLE3;PLCB2;PPARD
Epstein-Barr virus infection	15/201	0.3973121500176714	0.7239420113014037	0	0	1.1029675506348788	1.0180754859456052	GADD45B;PSMD13;STAT2;STAT3;ADRM1;TRAF2;MAPK12;NCOR2;MAPK11;PSMD4;IRAK1;AKT2;PSMD2;CD19;OAS3
One carbon pool by folate	2/20	0.4001714652471016	0.7239420113014037	0	0	1.5188448360254527	1.3910525131478222	ALDH1L1;SHMT2
Cysteine and methionine metabolism	4/47	0.40027417110361385	0.7239420113014037	0	0	1.2717510259917921	1.1644222835169369	MPST;TST;MDH2;BCAT2
Ether lipid metabolism	4/47	0.40027417110361385	0.7239420113014037	0	0	1.2717510259917921	1.1644222835169369	LPCAT1;GDPD3;PLA2G6;PLD3
Nucleotide excision repair	4/47	0.40027417110361385	0.7239420113014037	0	0	1.2717510259917921	1.1644222835169369	ERCC3;RFC2;POLD2;RAD23A
Sphingolipid metabolism	4/47	0.40027417110361385	0.7239420113014037	0	0	1.2717510259917921	1.1644222835169369	ARSA;SPHK2;SPHK1;NEU1
Gastric acid secretion	6/75	0.4048770194969845	0.7239420113014037	0	0	1.1888967151181404	1.0749670179232058	CAMK2B;ATP1A4;SLC4A2;PLCB2;MYLK3;ADCY6
Chagas disease (American trypanosomiasis)	8/103	0.40500252380498103	0.7239420113014037	0	0	1.1514361124049062	1.0407393247216437	MAPK11;IRAK1;PPP2R1A;AKT2;PPP2R2D;PLCB2;MAPK12;TNFRSF1A
Vascular smooth muscle contraction	10/132	0.4128328264043902	0.7333552071531403	0	0	1.1207835920284765	0.9915713059447759	MAP2K2;ADORA2A;NPR2;ARAF;PLA2G6;PPP1R12C;PLCB2;MYLK3;ADCY6;PPP1CA
Pertussis	6/76	0.4172693639633526	0.7366607289723386	0	0	1.1718493583000211	1.0242236537638945	PYCARD;C4B;C4A;MAPK11;IRAK1;MAPK12
Riboflavin metabolism	1/8	0.4317524397050899	0.7575533604641456	0	0	1.9525207001362541	1.6399278202924596	BLVRB
NOD-like receptor signaling pathway	13/178	0.4405581845630266	0.7682904925916195	0	0	1.077195343516587	0.8829907624754845	GSDMD;RNF31;STAT2;TRAF2;MAPK12;PYCARD;MAPK11;PSTPIP1;OAS3;TRIP6;RBCK1;PLCB2;BCL2L1
Terpenoid backbone biosynthesis	2/22	0.4482891723265622	0.7733600861761537	0	0	1.366813509544787	1.0966174150038714	MVD;RCE1
Starch and sucrose metabolism	3/36	0.44887333673161367	0.7733600861761537	0	0	1.242602364571505	0.9953425513432155	GPI;GYS1;GAA
African trypanosomiasis	3/37	0.46699085329325724	0.7932616881735314	0	0	1.205990404979038	0.9182960966800693	APOA1;THOP1;PLCB2
Aldosterone-regulated sodium reabsorption	3/37	0.46699085329325724	0.7932616881735314	0	0	1.205990404979038	0.9182960966800693	SLC9A3R2;INSR;ATP1A4
Histidine metabolism	2/23	0.4715191852779732	0.7932616881735314	0	0	1.301657226767359	0.9785800298206551	ALDH2;CNDP2
Mismatch repair	2/23	0.4715191852779732	0.7932616881735314	0	0	1.301657226767359	0.9785800298206551	RFC2;POLD2
Fc epsilon RI signaling pathway	5/68	0.4981858908275346	0.8193017925683402	0	0	1.0846560846560847	0.7557688325655185	MAPK11;MAP2K2;AKT2;HRAS;MAPK12
Glycolysis / Gluconeogenesis	5/68	0.4981858908275346	0.8193017925683402	0	0	1.0846560846560847	0.7557688325655185	GPI;TPI1;ALDH2;PGAM2;ENO3
Transcriptional misregulation in cancer	13/186	0.5049568465746972	0.8193017925683402	0	0	1.0269378708984567	0.7016884762231199	ZBTB17;GADD45B;JUP;LDB1;PRCC;ASPSCR1;MLLT1;PML;IGF1R;CDK9;RXRB;DDIT3;BCL2L1
Aldosterone synthesis and secretion	7/98	0.5061480788464455	0.8193017925683402	0	0	1.0512442605294485	0.7158195562472728	CAMK2B;SCARB1;PDE2A;ATP1A4;PLCB2;CACNA1H;ADCY6
Synthesis and degradation of ketone bodies	1/10	0.5066489130472349	0.8193017925683402	0	0	1.5184641721692345	1.0324599654232716	BDH1
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	2/25	0.5161533472688778	0.8193017925683402	0	0	1.1883419523718317	0.7859115818202453	GPAA1;PIGQ
alpha-Linolenic acid metabolism	2/25	0.5161533472688778	0.8193017925683402	0	0	1.1883419523718317	0.7859115818202453	FADS2;PLA2G6
Choline metabolism in cancer	7/99	0.5170512610832597	0.8193017925683402	0	0	1.039761622504886	0.685840551735421	DGKD;MAP2K2;AKT2;RPS6KB2;EIF4EBP1;DGKZ;HRAS
Glutamatergic synapse	8/114	0.5194123738690857	0.8193017925683402	0	0	1.0313352256915456	0.6755835204910308	DLG4;GNB2;GRIK3;SLC38A3;GLUL;SHANK3;PLCB2;ADCY6
Calcium signaling pathway	13/188	0.5208037934861699	0.8193017925683402	0	0	1.015091466638469	0.6622273038967772	CAMK2B;SPHK2;NOS3;TNNC1;SPHK1;ATP2A3;ATP2A1;MYLK3;CACNA1H;ITPKC;ADORA2A;PTK2B;PLCB2
Legionellosis	4/55	0.5221291332480917	0.8193017925683402	0	0	1.0717993079584776	0.6964984266869068	PYCARD;ARF1;EEF1A2;HSF1
Regulation of lipolysis in adipocytes	4/55	0.5221291332480917	0.8193017925683402	0	0	1.0717993079584776	0.6964984266869068	AKT2;INSR;ADCY6;PNPLA2
RIG-I-like receptor signaling pathway	5/70	0.5242385595804415	0.8193017925683402	0	0	1.0511688458708326	0.678853704001886	MAPK11;DHX58;TRAF2;TBKBP1;MAPK12
Inflammatory mediator regulation of TRP channels	7/100	0.5278664480208725	0.8204880659454865	0	0	1.0285259229324648	0.6571375201454072	CAMK2B;MAPK11;PLA2G6;PLCB2;ADCY6;MAPK12;PPP1CA
Fat digestion and absorption	3/41	0.5365448070852273	0.8219643209661662	0	0	1.0788120190262578	0.6716739761030976	SCARB1;APOA1;AGPAT1
Folate biosynthesis	2/26	0.5375113324690756	0.8219643209661662	0	0	1.1387665198237886	0.7069524453166435	FPGS;ALPL
Ribosome biogenesis in eukaryotes	7/101	0.538587393604033	0.8219643209661662	0	0	1.0175292807977547	0.6296527201898859	NOP56;FBL;REXO1;EIF6;TCOF1;IMP4;NOP10
Taurine and hypotaurine metabolism	1/11	0.5403122109847527	0.8219643209661662	0	0	1.3665443873807777	0.8412558458215023	GGT7
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	5/72	0.549684830754544	0.8274203241884188	0	0	1.0196808452220136	0.6101874185200279	DES;JUP;ITGB4;LMNA;EMD
p53 signaling pathway	5/72	0.549684830754544	0.8274203241884188	0	0	1.0196808452220136	0.6101874185200279	GADD45B;SIVA1;AIFM2;TNFRSF10B;BCL2L1
Porphyrin and chlorophyll metabolism	3/42	0.5531110935762825	0.8282187055644858	0	0	1.051093652857062	0.6224538826380225	UROD;BLVRB;PPOX
Gap junction	6/88	0.5606218408707829	0.8350929504637704	0	0	0.9997126333560832	0.578542379626528	TUBB2B;MAP2K2;MAPK7;HRAS;PLCB2;ADCY6
Human cytomegalovirus infection	15/225	0.5747575084485351	0.8517131990480883	0	0	0.9756433336863285	0.5403181580155578	MAP2K2;STAT3;TRAF2;ADCY6;MAPK12;TNFRSF1A;MAPK11;AKT2;GNB2;RPS6KB2;EIF4EBP1;PTK2B;HRAS;PLCB2;BCAR1
Butanoate metabolism	2/28	0.5782370473945991	0.8524525544064709	0	0	1.051056139161866	0.5757384694780082	BDH1;ACADS
TGF-beta signaling pathway	6/90	0.5829431300622535	0.8538548704878761	0	0	0.9758047548916474	0.5266083019086087	CREBBP;PPP2R1A;RPS6KB2;EP300;ID3;RGMA
Carbohydrate digestion and absorption	3/44	0.5851592818728102	0.8538548704878761	0	0	0.9997132667873335	0.5357175400367096	AKT2;ATP1A4;PLCB2
Fc gamma R-mediated phagocytosis	6/91	0.5938836835547617	0.8621864644500601	0	0	0.9642727193970372	0.5024553193942564	GSN;SPHK2;AKT2;SPHK1;RPS6KB2;PLA2G6
Measles	9/138	0.6040746275329961	0.8725522397698833	0	0	0.9529048313738951	0.48031885863997303	STAT5A;IRAK1;BAD;AKT2;OAS3;STAT2;STAT3;RACK1;BCL2L1
Pentose phosphate pathway	2/30	0.6162680375741144	0.8856917524934509	0	0	0.9758758128802182	0.47239540966977167	GPI;TALDO1
Kaposi sarcoma-associated herpesvirus infection	12/186	0.6213276984716304	0.8884986088144314	0	0	0.9417465823301368	0.44817403560839736	MAPK11;CREBBP;MAP2K2;AKT2;GNB2;STAT2;STAT3;EP300;TRAF2;HRAS;MAPK12;TNFRSF1A
Circadian rhythm	2/31	0.6342718923944253	0.8961327754288271	0	0	0.9421742873056863	0.4289508144997705	CRY2;RORC
beta-Alanine metabolism	2/31	0.6342718923944253	0.8961327754288271	0	0	0.9421742873056863	0.4289508144997705	ALDH2;CNDP2
NF-kappa B signaling pathway	6/95	0.6360662706715101	0.8961327754288271	0	0	0.9207360460690706	0.4165893460494103	IRAK1;GADD45B;TRAF2;CARD11;TNFRSF1A;BCL2L1
Amoebiasis	6/96	0.6461970622921142	0.8994028437420862	0	0	0.9104565537555228	0.3975515568240125	LAMA5;COL4A2;COL4A1;LAMB2;ACTN4;PLCB2
Chemokine signaling pathway	12/190	0.6506156053978726	0.8994028437420862	0	0	0.9203842829599096	0.3956145554994241	GSK3A;BAD;AKT2;GNB2;STAT2;STAT3;PTK2B;RASGRP2;HRAS;PLCB2;ADCY6;BCAR1
Central carbon metabolism in cancer	4/65	0.655413726726153	0.8994028437420862	0	0	0.8956123432979749	0.37838600407139966	MAP2K2;AKT2;PGAM2;HRAS
Cortisol synthesis and secretion	4/65	0.655413726726153	0.8994028437420862	0	0	0.8956123432979749	0.37838600407139966	SCARB1;PLCB2;ADCY6;CACNA1H
Circadian entrainment	6/97	0.6561553140751603	0.8994028437420862	0	0	0.9004029843499652	0.37939178350269825	CAMK2B;GNB2;NOS1AP;PLCB2;CACNA1H;ADCY6
Malaria	3/49	0.6585805624327831	0.8994028437420862	0	0	0.8908091876178003	0.37206286853202364	LRP1;GYPC;CD81
Purine metabolism	8/129	0.6604006894609724	0.8994028437420862	0	0	0.9027523830420049	0.37455965782094247	CANT1;GUK1;IMPDH1;NPR2;IMPDH2;AK1;PDE2A;ADCY6
Pancreatic secretion	6/98	0.6659383868584035	0.9015484951897124	0	0	0.8905679708010501	0.3620676443457385	ATP2A3;ATP1A4;ATP2A1;SLC4A2;PLCB2;ADCY6
Fructose and mannose metabolism	2/33	0.6682807027280385	0.9015484951897124	0	0	0.8812941120742741	0.3552029304036802	GMPPB;TPI1
T cell receptor signaling pathway	6/101	0.6942154416152149	0.9221640389197853	0	0	0.8623052476552205	0.3147180745554887	MAPK11;MAP2K2;AKT2;HRAS;CARD11;MAPK12
Human immunodeficiency virus 1 infection	13/212	0.6943120845884019	0.9221640389197853	0	0	0.8915078724488468	0.3252521423824081	MAP2K2;BAD;TRAF2;MAPK12;TNFRSF1A;MAPK11;IRAK1;AKT2;GNB2;RPS6KB2;PTK2B;HRAS;BCL2L1
cAMP signaling pathway	13/212	0.6943120845884019	0.9221640389197853	0	0	0.8915078724488468	0.3252521423824081	CAMK2B;CREBBP;MAP2K2;BAD;PTCH1;ATP1A4;ADCY6;PPP1CA;ADORA2A;AKT2;EP300;TNNI3;RAPGEF3
Primary bile acid biosynthesis	1/17	0.6992047310469843	0.9221640389197853	0	0	0.8538151137197358	0.3055050273294196	SLC27A5
Prion diseases	2/35	0.6996839036559209	0.9221640389197853	0	0	0.8277933520224269	0.2956270353525674	NOTCH1;MAP2K2
Insulin secretion	5/86	0.7062704010406607	0.9232317144766453	0	0	0.8428038045403755	0.29309101579332136	CAMK2B;ATP1A4;PLCB2;STX1A;ADCY6
Regulation of actin cytoskeleton	13/214	0.7069501589873612	0.9232317144766453	0	0	0.8825414010627838	0.3060610440724209	GSN;MAP2K2;ITGB4;ARAF;ACTN4;BAIAP2;MYLK3;PPP1CA;MYH14;HRAS;PPP1R12C;GIT1;BCAR1
C-type lectin receptor signaling pathway	6/104	0.720853852956928	0.932869692061907	0	0	0.8357728953142376	0.27356423358606835	PYCARD;MAPK11;AKT2;STAT2;HRAS;MAPK12
Toll-like receptor signaling pathway	6/104	0.720853852956928	0.932869692061907	0	0	0.8357728953142376	0.27356423358606835	MAPK11;MAP2K2;IRAK1;AKT2;TOLLIP;MAPK12
Ubiquitin mediated proteolysis	8/137	0.7245767593426626	0.9334637530270338	0	0	0.846401865953214	0.27268323646922593	CDC34;UBE2S;KEAP1;STUB1;TRIM32;PML;ANAPC2;ANAPC11
Parathyroid hormone synthesis, secretion and action	6/106	0.7376922844775299	0.94384422274497	0	0	0.8189690721649484	0.2491537324003297	RXRB;ARAF;LRP5;PLCB2;MEF2D;ADCY6
Fluid shear stress and atherosclerosis	8/139	0.7392707078893562	0.94384422274497	0	0	0.8333896282285123	0.2517595967015016	MAPK11;MAPK7;NOS3;AKT2;KEAP1;SQSTM1;MAPK12;TNFRSF1A
Glutathione metabolism	3/56	0.7448322326415363	0.94384422274497	0	0	0.772864015083249	0.22768286150718597	GGT7;IDH2;OPLAH
Th17 cell differentiation	6/107	0.7458349452460253	0.94384422274497	0	0	0.8108167223202438	0.23777277918810563	STAT5A;RXRB;MAPK11;STAT3;RORC;MAPK12
Drug metabolism	6/108	0.7537936470511242	0.9497135817472313	0	0	0.8028242224724942	0.22690752957634802	UCK1;IMPDH1;IMPDH2;UPP1;UMPS;UCKL1
Th1 and Th2 cell differentiation	5/92	0.760372366937001	0.9538004251929048	0	0	0.7844256679607217	0.2148910656737858	JAG2;STAT5A;MAPK11;NOTCH1;MAPK12
Osteoclast differentiation	7/127	0.7709925026830486	0.962898933481886	0	0	0.7959469417833456	0.20700719796945868	MAPK11;AKT2;STAT2;TRAF2;SQSTM1;MAPK12;TNFRSF1A
Homologous recombination	2/41	0.7793103822292227	0.966241143843751	0	0	0.7002146165141759	0.17459562674315934	MUS81;POLD2
JAK-STAT signaling pathway	9/162	0.7827754996085647	0.966241143843751	0	0	0.8023876709355329	0.1965122368025998	STAT5A;CREBBP;IL11RA;AKT2;STAT2;STAT3;EP300;HRAS;BCL2L1
Cholinergic synapse	6/112	0.7838040047963295	0.966241143843751	0	0	0.7723622419206936	0.18814457185432504	CAMK2B;AKT2;GNB2;HRAS;PLCB2;ADCY6
RNA degradation	4/79	0.7957950631507844	0.9749067319906382	0	0	0.7278823529411764	0.16625821743085953	EDC4;EXOSC5;LSM7;ENO3
Natural killer cell mediated cytotoxicity	7/131	0.7976509625377948	0.9749067319906382	0	0	0.7701048327667768	0.1741085100183461	MAP2K2;SH3BP2;ARAF;TNFRSF10B;PTK2B;TNFRSF10A;HRAS
Renin-angiotensin system	1/23	0.8032013124427642	0.9775130866324704	0	0	0.6207563529647169	0.13603869021132406	THOP1
Vasopressin-regulated water reabsorption	2/44	0.8117133695935256	0.9836865411175777	0	0	0.6500943989930774	0.1356148886462044	STX4;ADCY6
Tight junction	9/170	0.8270755066342893	0.9920492721915863	0	0	0.7621874355389516	0.14470836251611824	MYH7B;CLDN15;PPP2R1A;PPP2R2D;MYH14;AMOTL2;ACTN4;YBX3;LLGL1
Type II diabetes mellitus	2/46	0.8308875572246689	0.9920492721915863	0	0	0.6204779068215192	0.11495023555989799	INSR;SLC2A4
Estrogen signaling pathway	7/137	0.8331208513671818	0.9920492721915863	0	0	0.7343234510515277	0.13407025524952612	MAP2K2;NOS3;AKT2;CTSD;HRAS;PLCB2;ADCY6
Aminoacyl-tRNA biosynthesis	3/66	0.8368145980781178	0.9920492721915863	0	0	0.6498373045029915	0.11577029680735419	SARS2;TARS2;VARS2
Hedgehog signaling pathway	2/47	0.8397986489265123	0.9920492721915863	0	0	0.6066568771414587	0.10591811666882645	EVC;PTCH1
Amphetamine addiction	3/68	0.851330660630387	0.9920492721915863	0	0	0.6297744870852879	0.10136514505465445	CAMK2B;STX1A;PPP1CA
Ascorbate and aldarate metabolism	1/27	0.8516941696135526	0.9920492721915863	0	0	0.5251425023985552	0.08429995612651273	ALDH2
Renin secretion	3/69	0.8581572407672269	0.9920492721915863	0	0	0.6201990514995658	0.09487056632853326	PLCB2;ADCY6;AQP1
GABAergic synapse	4/89	0.8646914172218523	0.9920492721915863	0	0	0.6419031141868512	0.09332153007660107	GNB2;SLC38A3;GLUL;ADCY6
Salivary secretion	4/90	0.8703408867827139	0.9920492721915863	0	0	0.634404924760602	0.08810001503051668	ATP1A4;SLC4A2;PLCB2;ADCY6
Linoleic acid metabolism	1/29	0.8712590075777414	0.9920492721915863	0	0	0.48757991824756314	0.06719630342182124	PLA2G6
Mineral absorption	2/51	0.8713321451621987	0.9920492721915863	0	0	0.5570139950253229	0.07671867222309608	ATP1A4;FTL
Rheumatoid arthritis	4/91	0.8757859575266681	0.9920492721915863	0	0	0.627079107505071	0.08317173356765178	TCIRG1;ATP6V0D1;ATP6V0E2;ATP6V1F
TNF signaling pathway	5/110	0.8776314168778677	0.9920492721915863	0	0	0.6493219804478083	0.08475507089662672	MAPK11;AKT2;TRAF2;MAPK12;TNFRSF1A
IL-17 signaling pathway	4/93	0.8860844491661585	0.9920492721915863	0	0	0.6129213483146068	0.07412855755961925	MAPK11;MAPK7;TRAF2;MAPK12
Galactose metabolism	1/31	0.8882444114170602	0.9920492721915863	0	0	0.4550256786500367	0.053924335913409435	GAA
RNA polymerase	1/31	0.8882444114170602	0.9920492721915863	0	0	0.4550256786500367	0.053924335913409435	POLR2C
Bacterial invasion of epithelial cells	3/74	0.8883144907537344	0.9920492721915863	0	0	0.5763678322691476	0.06825892101269257	CLTCL1;ILK;BCAR1
Leishmaniasis	3/74	0.8883144907537344	0.9920492721915863	0	0	0.5763678322691476	0.06825892101269257	MAPK11;IRAK1;MAPK12
Thyroid hormone synthesis	3/74	0.8883144907537344	0.9920492721915863	0	0	0.5763678322691476	0.06825892101269257	ATP1A4;PLCB2;ADCY6
Serotonergic synapse	5/113	0.891456863472859	0.9920492721915863	0	0	0.6311830594391301	0.0725218158983949	GNB2;ARAF;HRAS;PLCB2;RAPGEF3
Propanoate metabolism	1/32	0.8958778517824312	0.9931049054642453	0	0	0.44032376399308926	0.048414126871922786	BCKDHA
Phagosome	7/152	0.9003973067893485	0.9942611186940297	0	0	0.6578253246258227	0.06901848119752718	SCARB1;TUBB2B;HGS;TCIRG1;ATP6V0D1;ATP6V0E2;ATP6V1F
Pentose and glucuronate interconversions	1/34	0.9096171110173453	0.9999955356346681	0	0	0.4135930100713666	0.039180296630540415	DCXR
Complement and coagulation cascades	3/79	0.9126017072228905	0.9999955356346681	0	0	0.5383038787269423	0.04923097944809526	C4B;C4A;PROCR
Primary immunodeficiency	1/37	0.9269047210906046	0.9999955356346681	0	0	0.3790657862558083	0.028772799235829326	CD19
Alcoholism	8/180	0.9298093256020242	0.9999955356346681	0	0	0.6333264732112232	0.04609080280651708	HDAC3;HDAC10;ADORA2A;GNB2;ARAF;HRAS;CAMKK1;PPP1CA
Arachidonic acid metabolism	2/63	0.9347667901464293	0.9999955356346681	0	0	0.44714860017813723	0.03016384109011826	PTGES2;PLA2G6
